0.05241563,0.39613205,0.00443662,0.00412173,0.01502651,0.13258444,0.00306715,0.01915954,0.07991756,0.00000000,0.00042735,0.00007123,0.00277744,0.00072457
0.04250778,0.36375967,0.00792340,0.00171953,0.01695444,0.15673803,0.00174903,0.02910856,0.14284857,0.00099036,0.00175745,0.00000000,0.00105858,0.00008993
0.04110924,0.37141171,0.02715976,0.00418157,0.05367775,0.12323048,0.00911198,0.19164863,0.10449263,0.01441297,0.00024415,0.00033869,0.01302379,0.00499989
0.01153518,0.33080378,0.02927181,0.00056915,0.04465341,0.11785396,0.00739487,0.14768015,0.28527552,0.00359492,0.00390385,0.00013684,0.00179555,0.00062922
0.02390393,0.34796971,0.02665777,0.00192372,0.04509087,0.12150927,0.00753461,0.15114065,0.21343167,0.00672440,0.00250763,0.00019258,0.00534951,0.00198991
0.00593422,0.01464700,0.00322103,0.00463317,0.01330234,0.04095984,0.00206702,0.01199017,0.01063380,0.00000000,0.00101730,0.00031046,0.00228885,0.00149785
0.00514726,0.02113043,0.00622998,0.00109810,0.01373770,0.04164657,0.00210328,0.02765553,0.00954565,0.00052554,0.00316939,0.00000000,0.00147501,0.00039199
0.00379158,0.01617199,0.01398785,0.00166240,0.02166138,0.02790742,0.00269751,0.07997848,0.01560808,0.00239257,0.00024867,0.00017559,0.00699075,0.00232725
0.00123697,0.02497660,0.02155313,0.00019955,0.02800449,0.02801254,0.00329153,0.07910623,0.01621837,0.00065635,0.00234604,0.00007912,0.00134346,0.00022150
0.00199217,0.01891055,0.01712337,0.00069964,0.02302779,0.02672547,0.00234129,0.06810250,0.01246001,0.00111309,0.00146525,0.00007800,0.00276019,0.00082917
