0.05911080,0.23461914,0.03844444,0.00000000,0.05277779,0.06883863,0.01232251,0.00888889,0.31700838,0.00000000,0.00444444,0.00000000,0.03090476,0.00379365
0.01445171,0.19535606,0.00326828,0.00000000,0.00428639,0.04600703,0.00465050,0.00097424,0.41491452,0.00092849,0.00145078,0.00017438,0.00355687,0.00178394
0.03876778,0.36769363,0.07522344,0.01514579,0.14141622,0.08030181,0.01712666,0.12217961,0.13961825,0.00702697,0.00030799,0.00006479,0.01868392,0.01550097
0.02009705,0.24722318,0.03554547,0.00253934,0.08131193,0.06990999,0.01343599,0.01039767,0.33775169,0.00450157,0.00379952,0.00021643,0.00455627,0.00402743
0.02617545,0.28224474,0.04472978,0.00665168,0.09056626,0.06986562,0.01336859,0.04906778,0.27859205,0.00481527,0.00217862,0.00015386,0.00965078,0.00779472
0.01133254,0.01972879,0.02603274,0.00000000,0.03179312,0.01708754,0.00597349,0.01431567,0.03446319,0.00000000,0.00544331,0.00000000,0.02657875,0.00472203
0.00169663,0.01984591,0.00150929,0.00000000,0.00418607,0.01340617,0.00190310,0.00110505,0.02131012,0.00036081,0.00071637,0.00042545,0.00168716,0.00081007
0.00539968,0.01846715,0.02458746,0.00642328,0.05536335,0.01416930,0.00347696,0.03296474,0.01667583,0.00124763,0.00024719,0.00007600,0.00898181,0.00949978
0.00303061,0.01448220,0.01693720,0.00083804,0.04639037,0.01177683,0.00465747,0.01921767,0.01989650,0.00055316,0.00143144,0.00018686,0.00168911,0.00066106
0.00325589,0.01131473,0.01547723,0.00263868,0.04091851,0.00972103,0.00335968,0.01744210,0.01298741,0.00068649,0.00075584,0.00012936,0.00365536,0.00339894
