0.00448856,0.03602964,0.11688338,0.00050565,0.01145961,0.00659036,0.00311571,0.10459815,0.00371161,0.00006812,0.00452985,0.00032151,0.02968668,0.00692398
0.00403978,0.03913805,0.07464935,0.00092708,0.04074617,0.01513633,0.00686303,0.09640202,0.00410235,0.00002180,0.00267091,0.00072518,0.01318350,0.00216334
0.00234124,0.03628251,0.17351662,0.00090530,0.01029866,0.00463628,0.00124772,0.10353062,0.00224006,0.00004512,0.00100015,0.00033105,0.01364249,0.00285661
0.00290505,0.03927720,0.11716910,0.00113896,0.03317266,0.01281498,0.00668520,0.08964749,0.00339834,0.00004748,0.00251036,0.00074242,0.01100941,0.00213691
0.00312830,0.03812922,0.12343127,0.00097332,0.02670809,0.01052268,0.00487403,0.09643212,0.00325110,0.00004211,0.00225354,0.00058701,0.01366579,0.00270315
0.00112239,0.00261351,0.03539997,0.00030810,0.00696791,0.00377423,0.00132553,0.01878904,0.00075147,0.00012015,0.00158491,0.00044610,0.01008651,0.00286887
0.00134761,0.00184986,0.02123594,0.00036151,0.02735560,0.00844275,0.00273876,0.03527378,0.00108364,0.00001870,0.00124252,0.00073933,0.00444410,0.00083816
0.00073413,0.00293605,0.03988217,0.00030364,0.00547357,0.00251148,0.00049380,0.01396315,0.00046335,0.00004572,0.00035217,0.00039188,0.00526573,0.00140313
0.00092489,0.00228106,0.02922179,0.00025020,0.02042309,0.00642888,0.00284016,0.02110313,0.00088743,0.00003153,0.00106111,0.00046135,0.00429310,0.00066969
0.00087041,0.00211200,0.02766124,0.00018887,0.01429051,0.00463533,0.00173868,0.01666462,0.00073662,0.00002428,0.00080220,0.00033586,0.00401451,0.00074455
