0.27155337,0.54821426,0.13941975,0.02319746,0.20215952,0.36814085,0.16085288,0.13676138,0.52556658,0.00522666,0.00690661,0.00155217,0.16125526,0.14442450
0.16134858,0.43145651,0.10431655,0.00319875,0.14797345,0.20297177,0.11233027,0.13971770,0.60114324,0.00309914,0.10036451,0.00625422,0.19442867,0.06488540
0.33037442,0.71504498,0.22882135,0.05312664,0.28197750,0.48161370,0.13905242,0.22072771,0.36138958,0.04689586,0.00734947,0.00200506,0.16216624,0.15921408
0.28518111,0.60212737,0.15214941,0.00520058,0.21096079,0.34701073,0.08979491,0.15906231,0.52894455,0.01530436,0.07343197,0.00875494,0.22057772,0.07688686
0.26267245,0.58526343,0.16182959,0.02078665,0.21464138,0.34884048,0.11582243,0.17177282,0.49667853,0.02121968,0.05673643,0.00549643,0.19122748,0.10314168
0.01960977,0.04148231,0.03312433,0.00572509,0.04393969,0.04195176,0.02002780,0.03446779,0.04846757,0.00215887,0.00152167,0.00055494,0.03119330,0.01751085
0.01004973,0.05791532,0.01259461,0.00105732,0.02211459,0.03233986,0.01672463,0.01343348,0.02145522,0.00055447,0.01345821,0.00107351,0.02132391,0.00879668
0.03663247,0.02088052,0.03909553,0.00851997,0.04438180,0.04152390,0.02218189,0.06011647,0.03148952,0.00314031,0.00131958,0.00041815,0.03137247,0.03275996
0.02018232,0.04362980,0.02528216,0.00105233,0.02679646,0.03382020,0.00966834,0.04205720,0.03583250,0.00149689,0.00776183,0.00114928,0.02564196,0.00728767
0.02050235,0.03646316,0.02008826,0.00346279,0.02541519,0.03051350,0.00963862,0.03329451,0.02605626,0.00163302,0.00558984,0.00028231,0.01833867,0.01229212
