0.19498266,0.56315500,0.15775761,0.00752778,0.21330841,0.38119876,0.14961705,0.17432857,0.58263505,0.01972401,0.00220395,0.00240204,0.14591385,0.10384598
0.13719903,0.60891384,0.08896192,0.00137064,0.22234444,0.37064803,0.07236797,0.17890425,0.69121253,0.00378078,0.04021276,0.00267200,0.12357871,0.02291618
0.28226548,0.72066194,0.28515136,0.04755782,0.36039358,0.39667964,0.17611557,0.23821533,0.52124757,0.03906984,0.00580160,0.00172426,0.18793185,0.14855060
0.18864056,0.60965091,0.18247125,0.00440719,0.29141754,0.36632642,0.11547849,0.09770302,0.64614886,0.01395455,0.05782431,0.00426296,0.11138163,0.04330312
0.21431935,0.64981568,0.20427683,0.01968417,0.30466866,0.37822071,0.13065298,0.16299507,0.60765189,0.02146997,0.03556598,0.00305993,0.14157763,0.07871004
0.02092092,0.02462629,0.01791536,0.00578854,0.02868476,0.03465619,0.02635209,0.02126313,0.02323557,0.00367712,0.00262762,0.00125359,0.02647988,0.02541965
0.01597331,0.04635214,0.02143191,0.00017863,0.04506679,0.04591268,0.00805156,0.04227418,0.02452710,0.00048180,0.01214516,0.00076222,0.02366514,0.00433215
0.02090460,0.03499148,0.03520123,0.00359571,0.04510854,0.04552894,0.01950897,0.02978593,0.03210664,0.00296781,0.00105720,0.00032999,0.02748013,0.02387630
0.01604770,0.02728624,0.03245853,0.00051437,0.04957529,0.04028814,0.01509295,0.02136008,0.03631366,0.00100270,0.01305732,0.00074227,0.02102807,0.00790032
0.01542070,0.02485023,0.02531454,0.00146181,0.03823864,0.03199811,0.01334781,0.01300340,0.02630211,0.00154423,0.00514755,0.00035749,0.01626687,0.01193071
