0.05882629,0.27209494,0.00806802,0.00340912,0.03151400,0.06750111,0.02510477,0.03841711,0.25970766,0.00103221,0.00045072,0.00041152,0.03390618,0.03885388
0.02101041,0.19025587,0.00777852,0.00051555,0.01000000,0.01851768,0.02339676,0.01886195,0.39678034,0.00124672,0.01947807,0.00213288,0.04507525,0.02128963
0.07034896,0.39209029,0.01098842,0.00668618,0.02822646,0.11318932,0.00950648,0.08314151,0.06640518,0.01031166,0.00036073,0.00088330,0.03435060,0.03685076
0.06399825,0.24339226,0.01161868,0.00058098,0.01958306,0.06397830,0.01766992,0.03125455,0.25891191,0.00456937,0.01470160,0.00256405,0.05914593,0.02493333
0.05319950,0.27660379,0.01010746,0.00265065,0.02017425,0.06651960,0.01715238,0.04448212,0.23810518,0.00523057,0.01077701,0.00178912,0.04581773,0.02840185
0.00779706,0.05179618,0.00649243,0.00523497,0.03811614,0.03598379,0.01679980,0.02692786,0.07775792,0.00061067,0.00098782,0.00123457,0.02727041,0.02438472
0.00365282,0.04149381,0.01242735,0.00085638,0.00652688,0.01112274,0.00675930,0.03006017,0.04059459,0.00035055,0.00677018,0.00069302,0.02400002,0.00686393
0.00951374,0.02733857,0.00781294,0.00917759,0.02690772,0.02747716,0.00384176,0.03347920,0.02206676,0.00191246,0.00026197,0.00043633,0.02658318,0.02850067
0.00718719,0.02619371,0.00822326,0.00098085,0.00672790,0.01938552,0.00962222,0.03133152,0.02864860,0.00057888,0.00620212,0.00139034,0.03252184,0.00950788
0.00610199,0.02586679,0.00851757,0.00375682,0.01284149,0.01606296,0.00691254,0.02398485,0.03023259,0.00085379,0.00410857,0.00066453,0.02497334,0.01195889
