0.01259082,0.02373608,0.00416721,0.00064508,0.01747802,0.03270368,0.01633101,0.01085036,0.02048818,0.00080122,0.00508133,0.00046486,0.01072428,0.00801406
0.02216736,0.01360238,0.00204769,0.00037144,0.00574166,0.01043460,0.01848192,0.00653933,0.01774171,0.00035677,0.01034671,0.00160331,0.03981690,0.04202867
0.00395694,0.03349523,0.00903309,0.00070395,0.02237394,0.04879666,0.00330694,0.03253047,0.01600968,0.00100431,0.00140616,0.00028196,0.00956916,0.00462292
0.00939282,0.02756644,0.00663734,0.00058516,0.01515010,0.03328585,0.00784537,0.02028386,0.01623328,0.00075090,0.00467427,0.00086352,0.02419550,0.01801023
0.01156622,0.02516839,0.00592553,0.00056376,0.01482348,0.03151065,0.00996555,0.01965069,0.01683193,0.00071907,0.00531373,0.00087326,0.02338438,0.02022788
0.00208339,0.00218262,0.00192612,0.00046870,0.00787253,0.00807806,0.00525382,0.00685980,0.00180439,0.00075846,0.00289869,0.00075699,0.00308909,0.00596036
0.00433116,0.00271443,0.00098734,0.00031974,0.00153387,0.00280861,0.00301160,0.00293329,0.00127970,0.00025858,0.00371471,0.00124758,0.00439392,0.01244965
0.00119935,0.00167064,0.00303007,0.00063944,0.00905281,0.01829989,0.00110155,0.01424930,0.00187967,0.00087950,0.00032107,0.00037214,0.00461338,0.00162689
0.00239368,0.00251779,0.00108854,0.00042079,0.00373540,0.00494872,0.00215372,0.00937975,0.00140761,0.00066339,0.00171905,0.00120983,0.00587479,0.00713765
0.00224833,0.00180358,0.00140056,0.00043691,0.00440052,0.00773283,0.00155160,0.00774375,0.00117782,0.00060269,0.00162835,0.00081830,0.00251069,0.00614802
