0.26236910,0.79951316,0.33990219,0.08499275,0.14690773,0.19631876,0.08664620,0.35199770,0.21741450,0.03956442,0.00818468,0.00092630,0.15172771,0.09173466
0.19691789,0.75400954,0.31954366,0.02352471,0.17753673,0.16988972,0.06597196,0.37267095,0.31191361,0.03974135,0.06324077,0.00190749,0.13893345,0.04044864
0.22354233,0.73682266,0.36679202,0.03910356,0.18747941,0.22791621,0.09951823,0.27116919,0.25587335,0.01873701,0.00468359,0.00232677,0.18948153,0.09508079
0.10146551,0.77290297,0.36344445,0.00527340,0.25580451,0.28768545,0.03929880,0.25956479,0.39402828,0.00497696,0.04146314,0.00329032,0.18326055,0.03047133
0.14931975,0.76332313,0.36266384,0.02058716,0.22766688,0.26287913,0.06079224,0.26967788,0.34042728,0.01157334,0.02840218,0.00284103,0.18287125,0.05400261
0.04039600,0.02015616,0.03717218,0.01249691,0.02929423,0.04074137,0.01519324,0.02806191,0.02477932,0.00590556,0.00143086,0.00020975,0.01873830,0.01630569
0.03735000,0.02785534,0.01942954,0.00483021,0.04475338,0.03160569,0.00875134,0.05286407,0.03184653,0.01260106,0.00886088,0.00079036,0.02515915,0.00807619
0.01317771,0.02028723,0.01984236,0.00549754,0.02606364,0.03679768,0.01216418,0.02148653,0.02424372,0.00368660,0.00043140,0.00033779,0.01990823,0.00766008
0.01459657,0.03115645,0.03638468,0.00056671,0.04481759,0.08964054,0.00602084,0.04101809,0.02637977,0.00134111,0.00636463,0.00058983,0.03038784,0.00452689
0.00990960,0.02552630,0.02734329,0.00263081,0.03212823,0.06303886,0.00663351,0.02869240,0.01712800,0.00206055,0.00393567,0.00044365,0.02389624,0.00431545
